"start_year";"EinheitenTyp";"ags_federal_state";"n";"mean";"sum";"pop_obliged_to_income_taxes";"total_income_in_1000_euro";"total_taxes_on_income_in_1000_euro";"voters_eligible";"voter_turnout";"votes_valid";"votes_cdu_csu";"votes_spd";"votes_greens";"votes_fdp";"votes_the_left";"votes_afd";"votes_other_parties"
1997;"Gasspeichereinheit";"09";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Braunkohle";"09";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Biomasse";"09";2;307;614;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Geothermie";"09";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Mineralölprodukte";"10";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Solareinheit";"10";8;3,0625;24,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Wasser";"10";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Windeinheit";"10";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromverbrauchseinheit";"10";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gas";"10";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromspeichereinheit";"10";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasverbrauchseinheit";"10";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Verbrennung";"10";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Steinkohle";"10";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gaserzeugungseinheit";"10";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasspeichereinheit";"10";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Braunkohle";"10";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Biomasse";"10";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Geothermie";"10";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Mineralölprodukte";"11";4;695,25;2781;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Solareinheit";"11";1;1,5;1,5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Wasser";"11";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Windeinheit";"11";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromverbrauchseinheit";"11";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gas";"11";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromspeichereinheit";"11";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasverbrauchseinheit";"11";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Verbrennung";"11";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Steinkohle";"11";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gaserzeugungseinheit";"11";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasspeichereinheit";"11";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Braunkohle";"11";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Biomasse";"11";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Geothermie";"11";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Mineralölprodukte";"12";1;32;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Solareinheit";"12";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Wasser";"12";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Windeinheit";"12";5;580;2900;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromverbrauchseinheit";"12";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gas";"12";1;230;230;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromspeichereinheit";"12";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasverbrauchseinheit";"12";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Verbrennung";"12";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Steinkohle";"12";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gaserzeugungseinheit";"12";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasspeichereinheit";"12";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Braunkohle";"12";1;755000;755000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Biomasse";"12";1;4997;4997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Geothermie";"12";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Mineralölprodukte";"13";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Solareinheit";"13";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Wasser";"13";1;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Windeinheit";"13";9;566,666666666667;5100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromverbrauchseinheit";"13";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gas";"13";3;123;369;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromspeichereinheit";"13";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasverbrauchseinheit";"13";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Verbrennung";"13";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Steinkohle";"13";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gaserzeugungseinheit";"13";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasspeichereinheit";"13";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Braunkohle";"13";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Biomasse";"13";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Geothermie";"13";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Mineralölprodukte";"14";4;1000;4000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Solareinheit";"14";4;2,69875;10,795;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Wasser";"14";4;625;2500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Windeinheit";"14";5;600;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromverbrauchseinheit";"14";1;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gas";"14";2;250;500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromspeichereinheit";"14";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasverbrauchseinheit";"14";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Verbrennung";"14";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Steinkohle";"14";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gaserzeugungseinheit";"14";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasspeichereinheit";"14";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Braunkohle";"14";1;525;525;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Biomasse";"14";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Geothermie";"14";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Mineralölprodukte";"15";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Solareinheit";"15";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Wasser";"15";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Windeinheit";"15";5;600;3000;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromverbrauchseinheit";"15";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gas";"15";8;12847,125;102777;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromspeichereinheit";"15";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasverbrauchseinheit";"15";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Verbrennung";"15";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Steinkohle";"15";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gaserzeugungseinheit";"15";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasspeichereinheit";"15";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Braunkohle";"15";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Biomasse";"15";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Geothermie";"15";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Mineralölprodukte";"16";3;459,333333333333;1378;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Solareinheit";"16";5;3,004;15,02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Wasser";"16";1;236;236;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Windeinheit";"16";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromverbrauchseinheit";"16";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gas";"16";4;739,5;2958;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromspeichereinheit";"16";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasverbrauchseinheit";"16";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Verbrennung";"16";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Steinkohle";"16";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gaserzeugungseinheit";"16";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasspeichereinheit";"16";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Braunkohle";"16";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Biomasse";"16";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Geothermie";"16";0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Mineralölprodukte";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Solareinheit";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Wasser";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Windeinheit";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromverbrauchseinheit";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gas";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Stromspeichereinheit";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasverbrauchseinheit";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Verbrennung";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Steinkohle";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gaserzeugungseinheit";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Gasspeichereinheit";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Braunkohle";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Biomasse";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1997;"Geothermie";NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1998;"Mineralölprodukte";"01";1;397;397;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Solareinheit";"01";12;2,12283333333333;25,474;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Wasser";"01";0;0;0;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Windeinheit";"01";7;1328,57142857143;9300;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Stromverbrauchseinheit";"01";0;0;0;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Gas";"01";3;5,5;16,5;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Stromspeichereinheit";"01";0;0;0;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Gasverbrauchseinheit";"01";0;0;0;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Verbrennung";"01";0;0;0;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Steinkohle";"01";0;0;0;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Gaserzeugungseinheit";"01";0;0;0;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Gasspeichereinheit";"01";0;0;0;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Braunkohle";"01";0;0;0;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Biomasse";"01";0;0;0;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Geothermie";"01";0;0;0;967554;32196995;6090790;2135992;82,4;1736755;620516;788907;112287;131611;25470;NA;57964
1998;"Mineralölprodukte";"02";1;248;248;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Solareinheit";"02";4;1,8625;7,45;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Wasser";"02";0;0;0;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Windeinheit";"02";1;1500;1500;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Stromverbrauchseinheit";"02";0;0;0;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Gas";"02";0;0;0;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Stromspeichereinheit";"02";0;0;0;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Gasverbrauchseinheit";"02";0;0;0;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Verbrennung";"02";0;0;0;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Steinkohle";"02";0;0;0;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Gaserzeugungseinheit";"02";0;0;0;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Gasspeichereinheit";"02";0;0;0;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Braunkohle";"02";0;0;0;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Biomasse";"02";0;0;0;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Geothermie";"02";0;0;0;602272;22704804;5201652;1213821;81,1;973361;291756;445276;104658;62835;22603;NA;46233
1998;"Mineralölprodukte";"03";3;316;948;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Solareinheit";"03";8;3,3125;26,5;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Wasser";"03";0;0;0;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Windeinheit";"03";13;750;9750;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Stromverbrauchseinheit";"03";0;0;0;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Gas";"03";4;5114,375;20457,5;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Stromspeichereinheit";"03";0;0;0;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Gasverbrauchseinheit";"03";0;0;0;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Verbrennung";"03";0;0;0;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Steinkohle";"03";1;61000;61000;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Gaserzeugungseinheit";"03";0;0;0;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Gasspeichereinheit";"03";0;0;0;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Braunkohle";"03";0;0;0;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Biomasse";"03";1;255;255;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Geothermie";"03";0;0;0;2738281;85177910;15616045;5954567;83,9;4951961;1689953;2446945;292799;314503;50068;NA;157693
1998;"Mineralölprodukte";"04";2;270;540;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Solareinheit";"04";1;0,001;0,001;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Wasser";"04";0;0;0;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Windeinheit";"04";0;0;0;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Stromverbrauchseinheit";"04";0;0;0;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Gas";"04";0;0;0;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Stromspeichereinheit";"04";0;0;0;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Gasverbrauchseinheit";"04";0;0;0;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Verbrennung";"04";0;0;0;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Steinkohle";"04";0;0;0;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Gaserzeugungseinheit";"04";0;0;0;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Gasspeichereinheit";"04";0;0;0;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Braunkohle";"04";0;0;0;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Biomasse";"04";0;0;0;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Geothermie";"04";0;0;0;200165;6519056;1328826;494809;82,1;401501;102115;201539;45303;23809;9815;NA;18920
1998;"Mineralölprodukte";"05";9;150,033333333333;1350,3;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Solareinheit";"05";124;4,22616935483871;524,045;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Wasser";"05";4;129,75;519;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Windeinheit";"05";27;637,407407407407;17210;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Stromverbrauchseinheit";"05";0;0;0;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Gas";"05";7;628,571428571429;4400;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Stromspeichereinheit";"05";0;0;0;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Gasverbrauchseinheit";"05";0;0;0;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Verbrennung";"05";1;46000;46000;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Steinkohle";"05";0;0;0;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Gaserzeugungseinheit";"05";0;0;0;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Gasspeichereinheit";"05";0;0;0;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Braunkohle";"05";0;0;0;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Biomasse";"05";4;1309,5;5238;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Geothermie";"05";0;0;0;6188578;210555064;41361601;13086397;83,9;10869535;3669024;5097425;745911;789745;131550;NA;435880
1998;"Mineralölprodukte";"06";4;261,45;1045,8;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Solareinheit";"06";10;2,234;22,34;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Wasser";"06";4;270;1080;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Windeinheit";"06";20;584;11680;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Stromverbrauchseinheit";"06";0;0;0;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Gas";"06";5;119,4;597;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Stromspeichereinheit";"06";0;0;0;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Gasverbrauchseinheit";"06";0;0;0;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Verbrennung";"06";1;1810,6;1810,6;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Steinkohle";"06";0;0;0;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Gaserzeugungseinheit";"06";0;0;0;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Gasspeichereinheit";"06";0;0;0;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Braunkohle";"06";0;0;0;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Biomasse";"06";0;0;0;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Geothermie";"06";0;0;0;2168616;74955578;15043764;4297202;84,2;3566531;1238158;1481898;293939;279988;52216;NA;220332
1998;"Mineralölprodukte";"07";0;0;0;1416117;44257388;7957748;3016036;83,9;2491752;975258;1028886;152009;177016;25083;NA;133500
1998;"Solareinheit";"07";5;1,836;9,18;1416117;44257388;7957748;3016036;83,9;2491752;975258;1028886;152009;177016;25083;NA;133500
1998;"Wasser";"07";0;0;0;1416117;44257388;7957748;3016036;83,9;2491752;975258;1028886;152009;177016;25083;NA;133500
