"start_year";"EinheitenTyp";"Landkreis";"name";"ags_county";"n";"mean";"sum";"pop_obliged_to_income_taxes";"total_income_in_1000_euro";"total_taxes_on_income_in_1000_euro";"voters_eligible";"voter_turnout";"votes_valid";"votes_cdu_csu";"votes_spd";"votes_greens";"votes_fdp";"vodes_the_left";"votes_afd";"votes_other_parties"
2013;"Stromspeichereinheit";"Roth";"Roth";"09576";1;4,6;4,6;62516;2358662;392728;97066;74,1;71393;34716;16155;5278;3198;2699;2797;6550
2013;"Verbrennung";"Roth";"Roth";"09576";2;17,65;35,3;62516;2358662;392728;97066;74,1;71393;34716;16155;5278;3198;2699;2797;6550
2013;"Wasser";"Roth";"Roth";"09576";1;50;50;62516;2358662;392728;97066;74,1;71393;34716;16155;5278;3198;2699;2797;6550
2013;"Biomasse";"Weißenburg-Gunzenhausen";"Weißenburg-Gunzenhausen";"09577";8;178,75;1430;45975;1554193;235082;72543;68,8;49456;24508;11560;3751;1922;1716;1690;4309
2013;"Solareinheit";"Weißenburg-Gunzenhausen";"Weißenburg-Gunzenhausen";"09577";56;11,3633571428571;636,348;45975;1554193;235082;72543;68,8;49456;24508;11560;3751;1922;1716;1690;4309
2013;"Stromspeichereinheit";"Weißenburg-Gunzenhausen";"Weißenburg-Gunzenhausen";"09577";3;8,33333333333333;25;45975;1554193;235082;72543;68,8;49456;24508;11560;3751;1922;1716;1690;4309
2013;"Verbrennung";"Weißenburg-Gunzenhausen";"Weißenburg-Gunzenhausen";"09577";1;50;50;45975;1554193;235082;72543;68,8;49456;24508;11560;3751;1922;1716;1690;4309
2013;"Solareinheit";"Aschaffenburg";"Aschaffenburg";"09661";5;9,7904;48,952;35190;1328833;247066;50016;65,8;32407;14256;7535;3442;1859;1438;1316;2561
2013;"Verbrennung";"Aschaffenburg";"Aschaffenburg";"09661";1;5,5;5,5;35190;1328833;247066;50016;65,8;32407;14256;7535;3442;1859;1438;1316;2561
2013;"Solareinheit";"Schweinfurt";"Schweinfurt";"09662";26;17,3085384615385;450,022;27243;827224;137017;39119;60,1;23253;10005;6072;1735;1032;1836;848;1725
2013;"Verbrennung";"Schweinfurt";"Schweinfurt";"09662";3;3,16666666666667;9,5;27243;827224;137017;39119;60,1;23253;10005;6072;1735;1032;1836;848;1725
2013;"Solareinheit";"Würzburg";"Würzburg";"09663";9;9,01333333333333;81,12;67863;2451583;461596;99818;69;68470;27301;15618;10174;4152;3347;2787;5091
2013;"Verbrennung";"Würzburg";"Würzburg";"09663";4;3,25;13;67863;2451583;461596;99818;69;68470;27301;15618;10174;4152;3347;2787;5091
2013;"Solareinheit";"Aschaffenburg";"Aschaffenburg";"09671";44;14,9749772727273;658,899;86495;3397558;613837;134155;73,3;96939;47485;20873;7693;5144;3253;3947;8544
2013;"Stromspeichereinheit";"Aschaffenburg";"Aschaffenburg";"09671";2;4,5;9;86495;3397558;613837;134155;73,3;96939;47485;20873;7693;5144;3253;3947;8544
2013;"Verbrennung";"Aschaffenburg";"Aschaffenburg";"09671";3;46,3666666666667;139,1;86495;3397558;613837;134155;73,3;96939;47485;20873;7693;5144;3253;3947;8544
2013;"Solareinheit";"Bad Kissingen";"Bad Kissingen";"09672";69;19,3874057971015;1337,731;50347;1623084;241248;84663;70,7;59171;32498;10263;4022;2709;2574;2115;4990
2013;"Verbrennung";"Bad Kissingen";"Bad Kissingen";"09672";3;61;183;50347;1623084;241248;84663;70,7;59171;32498;10263;4022;2709;2574;2115;4990
2013;"Biomasse";"Rhön-Grabfeld";"Rhön-Grabfeld";"09673";1;550;550;38462;1281864;192149;64940;71;45562;25522;7466;2977;2221;2117;1469;3790
2013;"Solareinheit";"Rhön-Grabfeld";"Rhön-Grabfeld";"09673";86;21,3311627906977;1834,48;38462;1281864;192149;64940;71;45562;25522;7466;2977;2221;2117;1469;3790
2013;"Stromspeichereinheit";"Rhön-Grabfeld";"Rhön-Grabfeld";"09673";1;4,6;4,6;38462;1281864;192149;64940;71;45562;25522;7466;2977;2221;2117;1469;3790
2013;"Verbrennung";"Rhön-Grabfeld";"Rhön-Grabfeld";"09673";3;6,63333333333333;19,9;38462;1281864;192149;64940;71;45562;25522;7466;2977;2221;2117;1469;3790
2013;"Biomasse";"Haßberge";"Haßberge";"09674";2;530;1060;42822;1354412;196074;68391;72,3;48889;24740;10202;2875;2412;2255;1404;5001
2013;"Solareinheit";"Haßberge";"Haßberge";"09674";44;16,7633409090909;737,587;42822;1354412;196074;68391;72,3;48889;24740;10202;2875;2412;2255;1404;5001
2013;"Stromspeichereinheit";"Haßberge";"Haßberge";"09674";2;3,8;7,6;42822;1354412;196074;68391;72,3;48889;24740;10202;2875;2412;2255;1404;5001
2013;"Biomasse";"Kitzingen";"Kitzingen";"09675";1;137,4;137,4;44758;1536466;243181;69454;71,2;48984;24998;9865;3502;2145;1917;1555;5002
2013;"Solareinheit";"Kitzingen";"Kitzingen";"09675";77;87,6091298701299;6745,903;44758;1536466;243181;69454;71,2;48984;24998;9865;3502;2145;1917;1555;5002
2013;"Stromspeichereinheit";"Kitzingen";"Kitzingen";"09675";1;4,6;4,6;44758;1536466;243181;69454;71,2;48984;24998;9865;3502;2145;1917;1555;5002
2013;"Verbrennung";"Kitzingen";"Kitzingen";"09675";3;467,466666666667;1402,4;44758;1536466;243181;69454;71,2;48984;24998;9865;3502;2145;1917;1555;5002
2013;"Solareinheit";"Miltenberg";"Miltenberg";"09676";38;11,6340789473684;442,095;63904;2208179;357687;96417;71,3;67867;33678;14736;4570;3381;2391;2550;6561
2013;"Verbrennung";"Miltenberg";"Miltenberg";"09676";3;12,9666666666667;38,9;63904;2208179;357687;96417;71,3;67867;33678;14736;4570;3381;2391;2550;6561
2013;"Windeinheit";"Miltenberg";"Miltenberg";"09676";5;2400;12000;63904;2208179;357687;96417;71,3;67867;33678;14736;4570;3381;2391;2550;6561
2013;"Solareinheit";"Main-Spessart";"Main-Spessart";"09677";47;11,4885106382979;539,96;64605;2258635;354910;101345;73,4;73563;36275;15750;5402;3032;2448;3033;7623
2013;"Stromspeichereinheit";"Main-Spessart";"Main-Spessart";"09677";1;4,6;4,6;64605;2258635;354910;101345;73,4;73563;36275;15750;5402;3032;2448;3033;7623
2013;"Verbrennung";"Main-Spessart";"Main-Spessart";"09677";4;131,05;524,2;64605;2258635;354910;101345;73,4;73563;36275;15750;5402;3032;2448;3033;7623
2013;"Biomasse";"Schweinfurt";"Schweinfurt";"09678";2;54,87;109,74;59398;2012952;315670;91577;74,6;67622;36261;12935;4666;2729;3187;2262;5582
2013;"Solareinheit";"Schweinfurt";"Schweinfurt";"09678";77;43,7528311688312;3368,968;59398;2012952;315670;91577;74,6;67622;36261;12935;4666;2729;3187;2262;5582
2013;"Stromspeichereinheit";"Schweinfurt";"Schweinfurt";"09678";2;3,35;6,7;59398;2012952;315670;91577;74,6;67622;36261;12935;4666;2729;3187;2262;5582
2013;"Verbrennung";"Schweinfurt";"Schweinfurt";"09678";2;5,45;10,9;59398;2012952;315670;91577;74,6;67622;36261;12935;4666;2729;3187;2262;5582
2013;"Windeinheit";"Schweinfurt";"Schweinfurt";"09678";7;2428,57142857143;17000;59398;2012952;315670;91577;74,6;67622;36261;12935;4666;2729;3187;2262;5582
2013;"Solareinheit";"Würzburg";"Würzburg";"09679";96;14,2013541666667;1363,33;79686;2983138;500164;126779;77;96801;46886;21607;9137;4333;3290;3601;7947
2013;"Verbrennung";"Würzburg";"Würzburg";"09679";3;46,2;138,6;79686;2983138;500164;126779;77;96801;46886;21607;9137;4333;3290;3601;7947
2013;"Windeinheit";"Würzburg";"Würzburg";"09679";3;2400;7200;79686;2983138;500164;126779;77;96801;46886;21607;9137;4333;3290;3601;7947
2013;"Solareinheit";"Augsburg";"Augsburg";"09761";24;95,1670833333333;2284,01;141502;4696070;801227;187230;63,7;118161;50572;26667;12951;5466;6814;6233;9458
2013;"Wasser";"Augsburg";"Augsburg";"09761";2;1720;3440;141502;4696070;801227;187230;63,7;118161;50572;26667;12951;5466;6814;6233;9458
2013;"Biomasse";"Kaufbeuren";"Kaufbeuren";"09762";1;2679;2679;20951;705650;111018;31405;62,5;19484;9964;3405;1585;959;852;938;1781
2013;"Solareinheit";"Kaufbeuren";"Kaufbeuren";"09762";29;10,8254827586207;313,939;20951;705650;111018;31405;62,5;19484;9964;3405;1585;959;852;938;1781
2013;"Stromspeichereinheit";"Kaufbeuren";"Kaufbeuren";"09762";1;6,9;6,9;20951;705650;111018;31405;62,5;19484;9964;3405;1585;959;852;938;1781
2013;"Verbrennung";"Kaufbeuren";"Kaufbeuren";"09762";1;1;1;20951;705650;111018;31405;62,5;19484;9964;3405;1585;959;852;938;1781
2013;"Solareinheit";"Kempten (Allgäu)";"Kempten (Allgäu)";"09763";22;5,72427272727273;125,934;34310;1145558;192196;48019;61,6;29407;13660;5835;2662;1776;1459;1526;2489
2013;"Stromspeichereinheit";"Kempten (Allgäu)";"Kempten (Allgäu)";"09763";2;4,6;9,2;34310;1145558;192196;48019;61,6;29407;13660;5835;2662;1776;1459;1526;2489
2013;"Verbrennung";"Kempten (Allgäu)";"Kempten (Allgäu)";"09763";1;5,5;5,5;34310;1145558;192196;48019;61,6;29407;13660;5835;2662;1776;1459;1526;2489
2013;"Solareinheit";"Memmingen";"Memmingen";"09764";4;73,375;293,5;21522;813953;144160;29909;63,9;18946;9107;3883;1414;937;696;1045;1864
2013;"Biomasse";"Aichach-Friedberg";"Aichach-Friedberg";"09771";1;400;400;65411;2666203;464342;98501;72,4;70889;39742;10997;4899;3292;1982;3551;6426
2013;"Solareinheit";"Aichach-Friedberg";"Aichach-Friedberg";"09771";45;16,3522222222222;735,85;65411;2666203;464342;98501;72,4;70889;39742;10997;4899;3292;1982;3551;6426
2013;"Solareinheit";"Augsburg";"Augsburg";"09772";30;15,016;450,48;124542;4888998;857715;184614;71,3;130741;69124;23183;9429;6105;4548;6913;11439
2013;"Stromspeichereinheit";"Augsburg";"Augsburg";"09772";3;7,5;22,5;124542;4888998;857715;184614;71,3;130741;69124;23183;9429;6105;4548;6913;11439
2013;"Verbrennung";"Augsburg";"Augsburg";"09772";4;53,025;212,1;124542;4888998;857715;184614;71,3;130741;69124;23183;9429;6105;4548;6913;11439
2013;"Biomasse";"Dillingen a.d. Donau";"Dillingen a.d.Donau";"09773";5;254;1270;47457;1721704;283832;72098;67,1;47909;25844;7873;2785;2470;1545;2099;5293
2013;"Solareinheit";"Dillingen a.d. Donau";"Dillingen a.d.Donau";"09773";174;11,8289252873563;2058,233;47457;1721704;283832;72098;67,1;47909;25844;7873;2785;2470;1545;2099;5293
2013;"Stromspeichereinheit";"Dillingen a.d. Donau";"Dillingen a.d.Donau";"09773";3;4,52666666666667;13,58;47457;1721704;283832;72098;67,1;47909;25844;7873;2785;2470;1545;2099;5293
2013;"Verbrennung";"Dillingen a.d. Donau";"Dillingen a.d.Donau";"09773";1;27,5;27,5;47457;1721704;283832;72098;67,1;47909;25844;7873;2785;2470;1545;2099;5293
2013;"Solareinheit";"Günzburg";"Günzburg";"09774";45;23,5586666666667;1060,14;61332;2213378;366049;89221;66;58371;32239;9655;3371;2505;1857;3337;5407
2013;"Stromspeichereinheit";"Günzburg";"Günzburg";"09774";5;4,74;23,7;61332;2213378;366049;89221;66;58371;32239;9655;3371;2505;1857;3337;5407
2013;"Verbrennung";"Günzburg";"Günzburg";"09774";3;72,5666666666667;217,7;61332;2213378;366049;89221;66;58371;32239;9655;3371;2505;1857;3337;5407
2013;"Solareinheit";"Neu-Ulm";"Neu-Ulm";"09775";124;14,5548790322581;1804,805;87784;3236436;558069;122438;69;83822;41121;17332;6178;4168;3636;4763;6624
2013;"Stromspeichereinheit";"Neu-Ulm";"Neu-Ulm";"09775";1;6,1;6,1;87784;3236436;558069;122438;69;83822;41121;17332;6178;4168;3636;4763;6624
2013;"Verbrennung";"Neu-Ulm";"Neu-Ulm";"09775";2;8,65;17,3;87784;3236436;558069;122438;69;83822;41121;17332;6178;4168;3636;4763;6624
2013;"Solareinheit";"Lindau (Bodensee)";"Lindau (Bodensee)";"09776";38;9,13460526315789;347,115;41555;1555729;274586;59070;69,6;40802;20244;7076;4419;2374;1669;1659;3361
2013;"Stromspeichereinheit";"Lindau (Bodensee)";"Lindau (Bodensee)";"09776";1;4;4;41555;1555729;274586;59070;69,6;40802;20244;7076;4419;2374;1669;1659;3361
2013;"Verbrennung";"Lindau (Bodensee)";"Lindau (Bodensee)";"09776";1;5,5;5,5;41555;1555729;274586;59070;69,6;40802;20244;7076;4419;2374;1669;1659;3361
2013;"Biomasse";"Ostallgäu";"Ostallgäu";"09777";4;230;920;68298;2500258;406597;103324;71,4;73324;41814;10245;5286;3224;2157;3200;7398
2013;"Solareinheit";"Ostallgäu";"Ostallgäu";"09777";70;15,9350714285714;1115,455;68298;2500258;406597;103324;71,4;73324;41814;10245;5286;3224;2157;3200;7398
2013;"Stromspeichereinheit";"Ostallgäu";"Ostallgäu";"09777";3;3,93333333333333;11,8;68298;2500258;406597;103324;71,4;73324;41814;10245;5286;3224;2157;3200;7398
2013;"Verbrennung";"Ostallgäu";"Ostallgäu";"09777";6;14,4483333333333;86,69;68298;2500258;406597;103324;71,4;73324;41814;10245;5286;3224;2157;3200;7398
2013;"Biomasse";"Unterallgäu";"Unterallgäu";"09778";5;184;920;70161;2596270;428246;105895;69,3;72759;42017;9474;4368;3369;2030;3694;7807
2013;"Solareinheit";"Unterallgäu";"Unterallgäu";"09778";50;55,8432;2792,16;70161;2596270;428246;105895;69,3;72759;42017;9474;4368;3369;2030;3694;7807
2013;"Stromspeichereinheit";"Unterallgäu";"Unterallgäu";"09778";2;9,3;18,6;70161;2596270;428246;105895;69,3;72759;42017;9474;4368;3369;2030;3694;7807
2013;"Verbrennung";"Unterallgäu";"Unterallgäu";"09778";4;370,5;1482;70161;2596270;428246;105895;69,3;72759;42017;9474;4368;3369;2030;3694;7807
2013;"Biomasse";"Donau-Ries";"Donau-Ries";"09779";4;284,5;1138;67259;2506257;412257;99965;70,1;69334;38455;12350;4319;2812;2393;2813;6192
2013;"Solareinheit";"Donau-Ries";"Donau-Ries";"09779";51;35,1670588235294;1793,52;67259;2506257;412257;99965;70,1;69334;38455;12350;4319;2812;2393;2813;6192
2013;"Stromspeichereinheit";"Donau-Ries";"Donau-Ries";"09779";3;6,43333333333333;19,3;67259;2506257;412257;99965;70,1;69334;38455;12350;4319;2812;2393;2813;6192
2013;"Verbrennung";"Donau-Ries";"Donau-Ries";"09779";2;1676,5;3353;67259;2506257;412257;99965;70,1;69334;38455;12350;4319;2812;2393;2813;6192
2013;"Solareinheit";"Oberallgäu";"Oberallgäu";"09780";101;36,8721782178218;3724,09;77813;2785223;453814;117189;72,5;84342;46998;11865;7248;4599;2446;3510;7676
2013;"Stromspeichereinheit";"Oberallgäu";"Oberallgäu";"09780";5;5,0664;25,332;77813;2785223;453814;117189;72,5;84342;46998;11865;7248;4599;2446;3510;7676
2013;"Wasser";"Oberallgäu";"Oberallgäu";"09780";1;30;30;77813;2785223;453814;117189;72,5;84342;46998;11865;7248;4599;2446;3510;7676
2013;"Solareinheit";"Regionalverband Saarbrücken";"Regionalverband Saarbrücken";"10041";40;13,7365;549,46;153460;4930613;797925;253130;70;173118;58869;54144;12390;7584;19844;8448;11839
2013;"Stromspeichereinheit";"Regionalverband Saarbrücken";"Regionalverband Saarbrücken";"10041";1;2,5;2,5;153460;4930613;797925;253130;70;173118;58869;54144;12390;7584;19844;8448;11839
2013;"Solareinheit";"Merzig-Wadern";"Merzig-Wadern";"10042";49;13,4931632653061;661,165;46111;1429986;214771;81462;73,4;57967;24489;17232;2833;2172;4778;2934;3529
