"start_year";"ags_county";"n";"mean";"sum"
1957;"09376";1;12;12
1958;"03459";1;4,1;4,1
1958;"05566";1;5,4;5,4
1958;"05766";1;6;6
1958;"08235";1;130;130
1958;"09172";1;6,56;6,56
1958;"09190";1;50;50
1958;"09273";1;28;28
1958;"09274";1;90;90
1958;"09275";2;9;18
1958;"09373";2;23,5;47
1958;"09375";1;50;50
1958;"09376";1;11;11
1958;"09675";1;120;120
1958;"09774";2;46;92
1959;"05915";1;6,3;6,3
1959;"07143";1;6;6
1959;"09173";1;2239;2239
1959;"09174";1;50;50
1959;"09189";1;99;99
1959;"09272";1;272;272
1959;"09275";1;15;15
1959;"09276";2;33;66
1959;"09279";1;28;28
1959;"09374";2;20,5;41
1959;"09376";2;46,5;93
1959;"09472";2;33;66
1959;"09473";1;58;58
1959;"09572";1;30;30
1959;"09576";1;20;20
1959;"09674";1;67;67
1959;"09780";1;320;320
1960;"05382";1;40;40
1960;"05754";1;18,9;18,9
1960;"06534";1;30;30
1960;"08136";2;7504,96;15009,92
1960;"08216";1;5,25;5,25
1960;"08236";1;1;1
1960;"08317";1;46;46
1960;"08325";2;256;512
1960;"08335";1;8;8
1960;"08436";1;24;24
1960;"08437";1;21;21
1960;"09171";1;120;120
1960;"09183";1;21,84;21,84
1960;"09187";2;17500;35000
1960;"09189";1;1825;1825
1960;"09271";1;24,48;24,48
1960;"09273";1;17,9;17,9
1960;"09277";2;29,5;59
1960;"09278";1;8,5;8,5
1960;"09279";1;73;73
1960;"09371";2;12,5;25
1960;"09374";2;50;100
1960;"09375";1;18;18
1960;"09376";1;20;20
1960;"09377";1;55;55
1960;"09562";1;175;175
1960;"09574";1;57;57
1960;"09774";1;220;220
1960;"09775";1;4670;4670
1960;"09778";1;29;29
1960;"09779";2;4245;8490
1961;"01051";1;44310;44310
1961;"03254";1;260;260
1961;"09172";1;240;240
1961;"09177";1;45;45
1961;"09178";1;2,5;2,5
1961;"09272";3;160,666666666667;482
1961;"09275";1;68;68
1961;"09277";1;33;33
1961;"09278";1;16;16
1961;"09372";1;45;45
1961;"09374";1;60;60
1961;"09375";1;1300;1300
1961;"09377";2;37,75;75,5
1961;"09774";1;4680;4680
1961;"09775";1;4670;4670
1961;"09780";2;3020;6040
1962;"05362";1;90000;90000
1962;"06631";1;3,8;3,8
1962;"08235";1;40;40
1962;"08237";1;9;9
1962;"08426";1;19;19
1962;"09175";1;21;21
1962;"09261";1;22;22
1962;"09275";2;305;610
1962;"09276";2;28,18;56,36
1962;"09372";2;74,5;149
1962;"09376";2;12,75;25,5
1962;"09377";1;16,5;16,5
1962;"09471";1;138;138
1962;"09675";1;48;48
1962;"09677";1;290;290
1962;"09774";3;4556,66666666667;13670
1962;"09780";1;464;464
1963;"03241";1;40;40
1963;"05158";1;5,202;5,202
1963;"05570";1;28;28
1963;"06631";1;10;10
1963;"06634";1;4,8;4,8
1963;"08115";1;15200;15200
1963;"08415";1;3;3
1963;"09171";1;52;52
1963;"09180";1;440;440
1963;"09186";1;15;15
1963;"09278";1;16;16
1963;"09372";2;8,695;17,39
1963;"09375";2;140;280
1963;"09478";1;22;22
1963;"09576";1;14,1;14,1
1963;"09774";3;2454,33333333333;7363
1964;"05358";1;1120;1120
1964;"06535";1;25;25
1964;"06633";1;725;725
1964;"07135";1;45;45
1964;"08117";1;3;3
1964;"09172";1;90;90
1964;"09176";2;8800;17600
1964;"09177";1;60;60
1964;"09272";1;22;22
1964;"09276";3;33;99
1964;"09373";1;22;22
1964;"09479";1;96;96
1964;"09773";2;3670;7340
1964;"11000";1;9500;9500
1964;"14523";1;800;800
1965;"05162";1;42;42
1965;"05754";1;7,128;7,128
1965;"05762";1;95;95
1965;"05966";5;6000;30000
1965;"06533";1;5,5;5,5
1965;"06631";1;4,2;4,2
1965;"07337";1;7,5;7,5
1965;"08119";1;125;125
1965;"08436";1;5500;5500
1965;"09171";1;80;80
1965;"09261";1;208;208
1965;"09275";3;23;69
1965;"09278";1;12,15;12,15
1965;"09363";1;70;70
1965;"09374";1;12;12
1965;"09376";1;27;27
1965;"09773";2;5045;10090
1965;"12071";1;987,5;987,5
1966;"03153";2;375;750
1966;"03454";1;108;108
1966;"05566";1;2,51;2,51
1966;"06633";2;127,5;255
1966;"08111";1;256;256
1966;"08415";1;30,3;30,3
1966;"09189";1;80;80
1966;"09274";2;20;40
1967;"05154";2;700;1400
1967;"05382";1;9,8;9,8
1967;"06412";1;6500;6500
1967;"06531";1;250;250
1967;"08315";1;6,4;6,4
1967;"08425";1;9,15;9,15
1967;"08426";1;40;40
1967;"09171";1;4;4
1967;"09272";5;95,2;476
1967;"09564";1;240;240
1967;"09573";2;12,5;25
1968;"05962";1;320;320
1968;"08226";1;680;680
1968;"08425";1;65;65
1968;"08426";1;12;12
1968;"09186";1;100;100
1968;"09376";1;8;8
1968;"09679";1;5;5
1968;"13074";1;4;4
1968;"16067";1;500;500
1969;"01058";1;20;20
1969;"05966";2;69000;138000
1969;"07233";1;5;5
1969;"08215";1;160;160
1969;"08316";1;6,6;6,6
1969;"08417";1;1;1
1969;"09177";1;50;50
1969;"09188";1;8,4;8,4
1969;"09189";1;129,1;129,1
1969;"09375";1;15;15
1969;"09564";1;2,5;2,5
1969;"14521";1;60;60
1970;"03155";1;12;12
1970;"03159";2;1580;3160
1970;"03254";1;50;50
1970;"06431";2;700;1400
1970;"08136";1;8;8
1970;"08417";1;140;140
1970;"09163";1;45;45
1970;"09174";1;8,5;8,5
1970;"09371";1;22;22
1970;"09772";2;2390;4780
1971;"05113";1;800;800
1971;"05362";1;130;130
1971;"06436";1;206;206
1971;"06532";1;10,5;10,5
1971;"08115";2;16340;32680
1971;"08315";1;16;16
1971;"09182";1;30;30
1971;"09186";2;1065;2130
1971;"09474";1;44;44
1971;"09572";1;11,3;11,3
1972;"03352";2;362,5;725
1972;"03454";1;7;7
1972;"06433";1;238,5;238,5
1972;"08118";1;180;180
1972;"08119";1;4,5;4,5
1972;"08136";1;34;34
1972;"08235";1;55;55
1972;"08436";1;35;35
1972;"09177";1;40;40
1972;"09179";1;166;166
1972;"10041";1;275;275
1972;"15088";1;306;306
1973;"03153";1;180;180
1973;"05117";3;480;1440
1973;"07331";1;206;206
1973;"08216";2;292,5;585
1973;"08426";1;7,5;7,5
1973;"09186";1;18;18
1973;"09371";1;37;37
1973;"09374";1;50;50
1973;"09474";1;10;10
1973;"09563";1;7,25;7,25
1974;"05112";1;40200;40200
1974;"07336";1;38;38
1974;"08111";1;552;552
1974;"08128";2;257;514
1974;"08425";1;13;13
1974;"09271";1;12;12
1974;"09277";1;4;4
1974;"09372";1;13;13
1974;"09471";1;10;10
1974;"09675";1;7;7
1975;"03255";1;212;212
1975;"05114";1;755;755
1975;"05170";1;5;5
1975;"05758";1;4;4
1975;"05911";1;43412;43412
1975;"05962";2;98000;196000
1975;"09162";1;450;450
1975;"09471";1;22;22
1975;"09472";1;8;8
1975;"09473";2;40;80
1975;"09675";1;9,6;9,6
1976;"03257";1;22;22
1976;"05124";2;20000;40000
1976;"05158";1;408;408
1976;"05170";1;27200;27200
1976;"05362";1;220;220
1976;"08116";1;528;528
1976;"08327";1;17,5;17,5
1976;"08435";1;11,9;11,9
1976;"09271";1;3;3
1976;"09275";1;1,505;1,505
1976;"09761";1;20400;20400
1976;"09780";1;1110;1110
1977;"05170";1;700;700
1977;"05515";2;375;750
1977;"06631";1;13,4;13,4
1977;"08111";1;40;40
1977;"08136";1;21;21
1977;"09276";1;5;5
1977;"09575";1;3;3
1977;"09674";1;24;24
1977;"09773";1;225;225
1978;"05566";1;5;5
1978;"08115";1;456;456
1978;"08237";1;3500;3500
1978;"08425";1;30;30
1978;"08435";1;160;160
1978;"09175";1;660;660
1978;"09276";1;30;30
1978;"09372";1;11;11
1978;"14625";1;5,4;5,4
1979;"03153";2;409,5;819
1979;"03157";1;690;690
1979;"03255";1;800;800
1979;"05774";1;45;45
1979;"05915";1;3;3
1979;"07232";1;6,72;6,72
1979;"08115";1;540;540
1979;"08325";1;14,3;14,3
1979;"09184";1;300;300
1979;"09371";1;10;10
1979;"09473";1;265;265
1979;"09662";1;5,42;5,42
1979;"09779";3;181,666666666667;545
1979;"14626";1;500000;500000
1979;"15082";1;80;80
1980;"01056";1;608;608
1980;"03453";1;217;217
1980;"05113";1;800;800
1980;"06412";1;88;88
1980;"06431";1;110;110
1980;"06535";1;30;30
1980;"08115";1;8;8
1980;"08116";1;105;105
1980;"08231";2;20600;41200
1980;"08317";1;34;34
1980;"08327";1;8;8
1980;"08421";1;192;192
1980;"08436";1;1168;1168
1980;"09162";5;55760;278800
1980;"09177";1;32;32
1980;"09275";1;5;5
1980;"09278";1;15;15
1980;"09474";1;12;12
1980;"09562";1;85;85
1980;"09675";1;296;296
1980;"09775";1;21;21
1980;"14626";1;500000;500000
1981;"01059";1;9,9;9,9
1981;"03351";1;7;7
1981;"03454";1;264;264
1981;"03457";1;400;400
1981;"04011";1;950;950
1981;"05562";4;8437,5;33750
1981;"05762";1;30;30
1981;"05914";2;123500;247000
1981;"06433";1;3500;3500
1981;"07235";1;70;70
1981;"08115";1;19000;19000
1981;"08118";1;110;110
1981;"08126";1;30;30
1981;"08225";1;9,88;9,88
1981;"08226";1;6;6
1981;"09372";1;90;90
1981;"09577";2;50;100
1981;"09761";1;800;800
1981;"09764";1;6;6
1981;"09773";2;3695;7390
1981;"09774";1;21;21
1981;"12071";1;500000;500000
1982;"05122";1;8,2;8,2
1982;"05566";2;39,4;78,8
1982;"05978";1;5000;5000
1982;"06412";2;812;1624
1982;"06431";1;6,93;6,93
1982;"06433";1;264;264
1982;"06531";2;151,8;303,6
1982;"06631";1;7,482;7,482
1982;"06632";1;200;200
1982;"07235";2;1750;3500
1982;"07331";1;210;210
1982;"08116";1;240;240
1982;"08128";1;8,2;8,2
1982;"08211";1;344;344
1982;"08231";1;105;105
1982;"09177";1;31;31
1982;"09182";4;23380;93520
1982;"09275";1;24;24
1982;"09371";1;28;28
1982;"09372";1;43,2;43,2
1982;"09473";1;27;27
1982;"09476";1;37;37
1982;"09574";1;115;115
1982;"09672";1;97;97
1982;"09772";1;2595;2595
1982;"09773";2;4995;9990
1982;"10043";1;2,5;2,5
1982;"12071";1;500000;500000
1983;"02000";1;370;370
1983;"03351";1;2;2
1983;"04011";1;300;300
1983;"05154";2;500;1000
1983;"05158";1;400;400
1983;"05170";1;27200;27200
1983;"06412";1;88;88
1983;"06633";1;65;65
1983;"08136";1;15;15
1983;"08235";1;55;55
1983;"08336";1;380;380
1983;"08337";1;200;200
1983;"08425";1;9,4;9,4
1983;"09180";1;1300;1300
1983;"09181";1;610;610
1983;"09189";1;500;500
1983;"09276";2;38,025;76,05
1983;"09278";2;21,5;43
1983;"09376";1;20;20
1983;"09462";1;832;832
1983;"09663";1;65;65
1983;"09761";1;2495;2495
1983;"09773";2;3995;7990
1983;"09774";1;25;25
1983;"09776";1;155;155
1984;"01055";1;5292;5292
1984;"01057";1;370;370
1984;"01062";1;271;271
1984;"03103";1;140000;140000
1984;"03155";1;50;50
1984;"03159";1;7,5;7,5
1984;"05370";1;9,5;9,5
1984;"05566";2;15450;30900
1984;"05766";1;21;21
1984;"06412";1;520;520
1984;"06531";4;151,8;607,2
1984;"06631";1;8;8
1984;"06633";1;125;125
1984;"07315";1;3806;3806
1984;"08111";2;198;396
1984;"08119";1;404;404
1984;"08216";1;588;588
1984;"08317";1;250;250
1984;"08336";2;399;798
1984;"08337";2;55;110
1984;"09184";2;11500;23000
1984;"09187";2;35000;70000
1984;"09271";1;11;11
1984;"09277";2;36;72
1984;"09475";1;860;860
1984;"09479";1;180;180
1984;"09577";2;170;340
1984;"09663";1;8700;8700
1984;"09675";1;300;300
1984;"09779";2;4245;8490
1984;"10044";1;280;280
1984;"12071";1;500000;500000
1984;"14521";3;50,3333333333333;151
1984;"15081";1;165;165
1985;"03103";1;140000;140000
1985;"03353";1;258;258
1985;"06411";1;25;25
1985;"06412";2;2050;4100
1985;"06435";1;30;30
1985;"06631";2;9;18
1985;"06633";1;9,75;9,75
1985;"07231";1;320;320
1985;"08128";1;93;93
1985;"08235";1;11;11
1985;"09171";1;95;95
1985;"09576";1;588;588
1985;"09777";1;210;210
1985;"12071";1;500000;500000
1986;"05112";1;406;406
1986;"06431";1;153;153
1986;"06631";1;5;5
1986;"07143";1;200;200
1986;"07233";1;140;140
1986;"07312";1;434;434
1986;"08115";1;329;329
1986;"08127";1;27;27
1986;"08215";1;52;52
1986;"08317";1;224;224
1986;"09186";1;40;40
1986;"09362";1;500;500
1986;"09372";1;8;8
1986;"09462";1;80;80
1986;"09474";1;45;45
1986;"09561";1;304;304
1986;"09577";1;27;27
1986;"09761";1;118;118
1986;"09778";1;1220;1220
1987;"02000";1;120;120
1987;"03159";1;160;160
1987;"03257";2;135;270
1987;"03405";1;2672;2672
1987;"03454";1;264;264
1987;"03457";1;400;400
1987;"05124";1;0,72;0,72
1987;"05158";1;16,65;16,65
1987;"05358";1;12,8;12,8
1987;"05370";1;5000;5000
1987;"05374";1;320;320
1987;"05770";1;875000;875000
1987;"05774";1;22;22
1987;"05915";1;0,8;0,8
1987;"06533";1;61;61
1987;"06631";1;7,5;7,5
1987;"06634";1;60;60
1987;"07315";1;900;900
1987;"07316";1;464;464
1987;"08116";1;250;250
1987;"08235";2;36,5;73
1987;"08326";2;80;160
1987;"09273";1;10;10
1987;"09372";1;5;5
1987;"09561";1;248;248
1987;"09564";1;412;412
1987;"09663";1;315;315
1987;"09761";1;120;120
1987;"09771";1;138;138
1987;"12071";1;500000;500000
1987;"12072";4;35604;142416
1988;"03252";1;7;7
1988;"03354";1;5;5
1988;"05111";1;450;450
1988;"05112";2;185343,5;370687
1988;"05158";1;344;344
1988;"05515";1;110;110
1988;"05758";2;54;108
1988;"05962";1;25,6;25,6
1988;"06412";1;720;720
1988;"06534";1;7,9;7,9
1988;"06635";1;8;8
1988;"07314";1;12070;12070
1988;"08117";1;80;80
1988;"09172";1;160;160
1988;"09178";2;1600;3200
1988;"09186";1;120;120
1988;"09271";1;65;65
1988;"09362";1;360;360
1988;"09475";1;1034;1034
1988;"09563";1;30;30
1988;"09577";1;28;28
1988;"09662";1;700;700
1988;"09774";2;265;530
1988;"09777";1;10;10
1988;"10041";1;53000;53000
1988;"14511";1;58200;58200
1989;"01055";2;68;136
1989;"01060";1;270;270
1989;"03159";1;22;22
1989;"03460";1;25;25
1989;"05117";1;1300;1300
1989;"05158";1;113;113
1989;"05170";1;12800;12800
1989;"05334";1;5,194;5,194
1989;"05378";1;21060;21060
1989;"05754";1;400;400
1989;"05758";1;80;80
1989;"05911";1;4701;4701
1989;"05966";3;136,666666666667;410
1989;"05970";1;600;600
1989;"05974";1;350;350
1989;"05978";1;120;120
1989;"06611";1;400;400
1989;"06635";1;7,5;7,5
1989;"07231";1;250;250
1989;"07316";1;182;182
1989;"07317";1;40;40
1989;"07333";1;288;288
1989;"07334";2;850;1700
1989;"08115";2;617,5;1235
1989;"08226";2;60;120
1989;"08325";1;30;30
1989;"08425";1;400;400
1989;"08435";1;320;320
1989;"09177";2;180;360
1989;"09276";1;60;60
1989;"09279";1;200;200
1989;"09376";1;17;17
1989;"09477";1;286;286
1989;"09663";2;357,5;715
1989;"09675";1;60;60
1989;"09677";1;110;110
1989;"09761";2;2500;5000
1989;"09775";1;431;431
1989;"12071";1;500000;500000
1989;"12072";2;19320;38640
1990;"01056";1;5,5;5,5
1990;"01062";1;80;80
1990;"02000";2;900;1800
1990;"03155";1;17,5;17,5
1990;"03251";4;80;320
1990;"03352";1;450;450
1990;"03355";1;3,52;3,52
1990;"03459";2;25,75;51,5
1990;"05515";2;180;360
1990;"05758";1;42;42
1990;"05774";1;220;220
1990;"05974";1;400;400
1990;"06411";1;25;25
1990;"06412";2;61500;123000
1990;"06432";1;40;40
1990;"06433";1;1816;1816
1990;"06435";2;110;220
1990;"06531";2;3469,49;6938,98
1990;"06611";1;22;22
1990;"06631";1;5,5;5,5
1990;"06632";1;4;4
1990;"06635";1;40;40
1990;"06636";2;200;400
1990;"07138";1;5,5;5,5
1990;"07235";1;7;7
1990;"07318";1;1,8;1,8
1990;"07333";1;925;925
1990;"08111";2;272;544
1990;"08116";2;360;720
1990;"08128";1;7;7
1990;"08231";1;26900;26900
1990;"08315";2;205;410
1990;"08317";2;37,5;75
1990;"08336";1;10442;10442
1990;"08425";1;25;25
1990;"08435";1;320;320
1990;"08437";1;9,735;9,735
1990;"09162";2;132,8;265,6
1990;"09172";1;61;61
1990;"09175";1;450;450
1990;"09186";3;438,333333333333;1315
1990;"09190";1;55;55
1990;"09278";1;3;3
1990;"09363";1;240;240
1990;"09371";1;13,4;13,4
1990;"09372";1;20;20
1990;"09474";1;26;26
1990;"09662";1;24400;24400
1990;"09679";1;485;485
1990;"09774";1;330;330
1990;"14511";1;93100;93100
1991;"01002";1;250;250
1991;"01055";1;24;24
1991;"01058";1;175;175
1991;"01059";1;200;200
1991;"02000";2;0,725;1,45
1991;"03103";1;1,5;1,5
1991;"03151";1;1,4;1,4
