"start_year";"ags_county";"n";"mean";"sum"
2010;"08128";515;81,4061941747573;41924,19
2010;"08135";189;18,0741005291005;3416,005
2010;"08136";891;24,1261616161616;21496,41
2010;"08211";53;11,3812830188679;603,208
2010;"08212";45;15,7557777777778;709,01
2010;"08215";285;51,9336631578947;14801,094
2010;"08216";151;13,7549205298013;2076,993
2010;"08221";30;311,9855;9359,565
2010;"08222";34;66,9761176470588;2277,188
2010;"08225";283;20,7742438162544;5879,111
2010;"08226";218;30,7362293577982;6700,498
2010;"08231";10;66,493;664,93
2010;"08235";80;13,0828125;1046,625
2010;"08236";99;15,185505050505;1503,365
2010;"08237";176;16,0923465909091;2832,253
2010;"08311";38;18,2330263157895;692,855
2010;"08315";122;34,8166393442623;4247,63
2010;"08316";285;29,4263789473684;8386,518
2010;"08317";527;21,0671707779886;11102,399
2010;"08325";356;16,8292443820225;5991,211
2010;"08326";206;30,7916262135922;6343,075
2010;"08327";190;46,5803684210526;8850,27
2010;"08335";221;35,9671945701357;7948,75
2010;"08336";79;303,631518987342;23986,89
2010;"08337";164;19,7346646341463;3236,485
2010;"08415";386;22,0415544041451;8508,04
2010;"08416";297;85,5406161616162;25405,563
2010;"08417";254;21,4458858267717;5447,255
2010;"08421";132;34,573446969697;4563,695
2010;"08425";583;54,6075248713551;31836,187
2010;"08426";708;123,195415254237;87222,354
2010;"08435";326;156,82354601227;51124,476
2010;"08436";737;72,6107801899593;53514,145
2010;"08437";369;107,099880758808;39519,856
2010;"09161";85;17,2777882352941;1468,612
2010;"09162";77;38,0316883116883;2928,44
2010;"09163";35;10,9882857142857;384,59
2010;"09171";223;30,8505470852018;6879,672
2010;"09172";76;24,4241184210526;1856,233
2010;"09173";53;27,1818867924528;1440,64
2010;"09174";143;42,1240559440559;6023,74
2010;"09175";59;21,8342372881356;1288,22
2010;"09176";103;35,037572815534;3608,87
2010;"09177";239;37,0418033472803;8852,991
2010;"09178";206;50,6108932038835;10425,844
2010;"09179";111;28,5243693693694;3166,205
2010;"09180";79;25,8958227848101;2045,77
2010;"09181";90;40,0925555555556;3608,33
2010;"09182";79;16,3395569620253;1290,825
2010;"09183";255;28,0108235294118;7142,76
2010;"09184";121;27,2830578512397;3301,25
2010;"09185";107;21,4578224299065;2295,987
2010;"09186";118;29,3364406779661;3461,7
2010;"09187";276;21,6535905797101;5976,391
2010;"09188";45;21,7948888888889;980,77
2010;"09189";311;55,9491672025723;17400,191
2010;"09190";112;25,3732142857143;2841,8
2010;"09261";87;27,9177011494253;2428,84
2010;"09262";47;54,2273404255319;2548,685
2010;"09263";120;16,9980833333333;2039,77
2010;"09271";338;69,3897071005917;23453,721
2010;"09272";179;18,4013575418994;3293,843
2010;"09273";308;22,2118506493506;6841,25
2010;"09274";502;46,9060418326693;23546,833
2010;"09275";504;38,2773630952381;19291,791
2010;"09276";156;18,8370576923077;2938,581
2010;"09277";388;36,989587628866;14351,96
2010;"09278";512;29,2708203125;14986,66
2010;"09279";469;46,1566737739872;21647,48
2010;"09361";35;11,7701428571429;411,955
2010;"09362";38;28,2777631578947;1074,555
2010;"09363";65;43,7118461538462;2841,27
2010;"09371";158;52,9630696202532;8368,165
2010;"09372";434;41,4682211981567;17997,208
2010;"09373";159;82,4003144654088;13101,65
2010;"09374";152;49,1577302631579;7471,975
2010;"09375";316;35,7378924050633;11293,174
2010;"09376";223;31,9443228699552;7123,584
2010;"09377";113;32,4369646017699;3665,377
2010;"09461";44;46,8196818181818;2060,066
2010;"09462";7;5,12085714285714;35,846
2010;"09463";24;13,3514583333333;320,435
2010;"09464";18;93,8958333333333;1690,125
2010;"09471";115;174,474173913043;20064,53
2010;"09472";129;50,2898062015504;6487,385
2010;"09473";156;35,2845576923077;5504,391
2010;"09474";141;17,2737943262411;2435,605
2010;"09475";115;113,590913043478;13062,955
2010;"09476";29;46,0006896551724;1334,02
2010;"09477";54;49,2816666666667;2661,21
2010;"09478";54;36,7476851851852;1984,375
2010;"09479";106;27,0327452830189;2865,471
2010;"09561";22;13,4397727272727;295,675
2010;"09562";122;18,6036147540984;2269,641
2010;"09563";59;26,1417457627119;1542,363
2010;"09564";40;153,383625;6135,345
2010;"09565";7;16,7114285714286;116,98
2010;"09571";232;46,0184482758621;10676,28
2010;"09572";88;13,2292159090909;1164,171
2010;"09573";70;63,5381571428571;4447,671
2010;"09574";47;25,2131914893617;1185,02
2010;"09575";155;71,8476129032258;11136,38
2010;"09576";69;34,2387101449275;2362,471
2010;"09577";132;82,6091666666667;10904,41
2010;"09661";18;65,1411111111111;1172,54
2010;"09662";21;21,4042857142857;449,49
2010;"09663";33;41,9043939393939;1382,845
2010;"09671";122;15,7836475409836;1925,605
2010;"09672";82;45,5964634146341;3738,91
2010;"09673";161;29,1111552795031;4686,896
2010;"09674";98;210,715408163265;20650,11
2010;"09675";99;167,661616161616;16598,5
2010;"09676";68;93,9333088235294;6387,465
2010;"09677";118;54,056186440678;6378,63
2010;"09678";108;49,3048148148148;5324,92
2010;"09679";197;138,905081218274;27364,301
2010;"09761";33;104,025606060606;3432,845
2010;"09762";44;12,4925;549,67
2010;"09763";37;33,8417567567568;1252,145
2010;"09764";12;33,4695833333333;401,635
2010;"09771";105;55,4149619047619;5818,571
2010;"09772";82;194,11;15917,02
2010;"09773";352;34,0868380681818;11998,567
2010;"09774";127;109,000165354331;13843,021
2010;"09775";220;21,7728636363636;4790,03
2010;"09776";95;15,8275263157895;1503,615
2010;"09777";235;100,717021276596;23668,5
2010;"09778";130;61,8927692307692;8046,06
2010;"09779";196;43,3193673469388;8490,596
2010;"09780";268;22,102197761194;5923,389
2010;"10041";76;19,1241447368421;1453,435
2010;"10042";127;12,2327874015748;1553,564
2010;"10043";202;17,405599009901;3515,931
2010;"10044";299;11,9483244147157;3572,549
2010;"10045";148;61,4052027027027;9087,97
2010;"10046";161;13,5257453416149;2177,645
2010;"11000";123;191,592154471545;23565,835
2010;"12051";13;75,1215384615385;976,58
2010;"12052";22;7,86681818181818;173,07
2010;"12053";4;15,9375;63,75
2010;"12054";15;413,907333333333;6208,61
2010;"12060";48;193,289791666667;9277,91
2010;"12061";68;161,237205882353;10964,13
2010;"12062";71;46,1386056338028;3275,841
2010;"12063";74;29,0286756756757;2148,122
2010;"12064";69;167,583333333333;11563,25
2010;"12065";64;114,741859375;7343,479
2010;"12066";55;542,224909090909;29822,37
2010;"12067";52;22,2941346153846;1159,295
2010;"12068";37;122,486891891892;4532,015
2010;"12069";71;460,336154929577;32683,867
2010;"12070";45;90,5272222222222;4073,725
2010;"12071";70;240,653857142857;16845,77
2010;"12072";56;95,3021428571429;5336,92
2010;"12073";49;115,761632653061;5672,32
2010;"13003";35;12,7205714285714;445,22
2010;"13004";6;173,453333333333;1040,72
2010;"13071";60;195,77;11746,2
2010;"13072";58;200,229568965517;11613,315
2010;"13073";59;162,952542372881;9614,2
2010;"13074";38;362,476710526316;13774,115
2010;"13075";83;94,7932048192771;7867,836
2010;"13076";89;257,23097752809;22893,557
2010;"14511";35;27,1728571428571;951,05
2010;"14521";103;23,5103689320388;2421,568
2010;"14522";128;120,18140625;15383,22
2010;"14523";72;39,2538888888889;2826,28
2010;"14524";75;85,9959333333333;6449,695
2010;"14612";22;33,729;742,038
2010;"14625";85;125,004564705882;10625,388
2010;"14626";60;213,456416666667;12807,385
2010;"14627";72;36,1515972222222;2602,915
2010;"14628";77;35,4692857142857;2731,135
2010;"14713";49;65,1371632653061;3191,721
2010;"14729";121;195,974140495868;23712,871
2010;"14730";77;116,40474025974;8963,165
2010;"15001";11;82,6718181818182;909,39
2010;"15002";12;117,2;1406,4
2010;"15003";52;74,9959615384615;3899,79
2010;"15081";50;67,38922;3369,461
2010;"15082";67;46,0111940298507;3082,75
2010;"15083";77;87,3294805194805;6724,37
2010;"15084";51;64,7143921568627;3300,434
2010;"15085";72;90,599125;6523,137
2010;"15086";27;94,9481481481481;2563,6
2010;"15087";72;222,665347222222;16031,905
2010;"15088";69;83,0582173913044;5731,017
2010;"15089";67;379,385820895522;25418,85
2010;"15090";48;123,586458333333;5932,15
2010;"15091";41;175,198317073171;7183,131
2010;"16051";48;75,7715625;3637,035
2010;"16052";20;18,49245;369,849
2010;"16053";12;9,91583333333333;118,99
2010;"16054";12;17,4991666666667;209,99
2010;"16055";7;24,4492857142857;171,145
2010;"16056";12;14,7158333333333;176,59
2010;"16061";49;28,2840408163265;1385,918
2010;"16062";24;162,32375;3895,77
2010;"16063";50;104,6278;5231,39
2010;"16064";53;103,761698113208;5499,37
2010;"16065";32;57,47;1839,04
2010;"16066";38;46,1590789473684;1754,045
2010;"16067";78;301,451961538462;23513,253
2010;"16068";22;53,4322272727273;1175,509
2010;"16069";28;239,859642857143;6716,07
2010;"16070";25;25,336;633,4
2010;"16071";41;116,896585365854;4792,76
2010;"16072";10;125,381;1253,81
2010;"16073";47;25,2146808510638;1185,09
2010;"16074";20;17,9675;359,35
2010;"16075";22;44,9075;987,965
2010;"16076";23;29,2219565217391;672,105
2010;"16077";42;125,215952380952;5259,07
2011;"01001";22;23,1536363636364;509,38
2011;"01002";42;36,9794047619048;1553,135
2011;"01003";43;12,9298604651163;555,984
2011;"01004";13;52,8361538461538;686,87
2011;"01051";441;325,440349206349;143519,194
2011;"01053";112;42,9910089285714;4814,993
2011;"01054";393;83,595903307888;32853,19
2011;"01055";192;22,9691145833333;4410,07
2011;"01056";150;96,4139866666667;14462,098
2011;"01057";86;161,101627906977;13854,74
2011;"01058";237;43,4939746835443;10308,072
2011;"01059";441;197,100131519274;86921,158
2011;"01060";127;68,2902519685039;8672,862
2011;"01061";132;250,205121212121;33027,076
2011;"01062";76;40,6394736842105;3088,6
2011;"02000";82;120,023792682927;9841,951
2011;"03101";7;145,591428571429;1019,14
2011;"03102";20;21,61925;432,385
2011;"03103";60;185,246333333333;11114,78
2011;"03151";187;72,1645668449198;13494,774
2011;"03153";65;30,7461076923077;1998,497
2011;"03154";43;148,756046511628;6396,51
2011;"03155";140;47,9715214285714;6716,013
2011;"03157";121;23,618694214876;2857,862
2011;"03158";75;20,1286;1509,645
2011;"03159";296;29,4560810810811;8719
2011;"03241";290;110,249624137931;31972,391
2011;"03251";488;79,0375799180328;38570,339
2011;"03252";69;80,2251449275362;5535,535
2011;"03254";166;96,4945120481928;16018,089
2011;"03255";31;39,2662903225806;1217,255
2011;"03256";106;67,8204716981132;7188,97
2011;"03257";46;32,0496739130435;1474,285
2011;"03351";150;74,9667;11245,005
2011;"03352";128;70,9405390625;9080,389
2011;"03353";147;197,44693877551;29024,7
2011;"03354";59;63,1997457627119;3728,785
2011;"03355";91;11,5787692307692;1053,668
2011;"03356";64;107,27140625;6865,37
2011;"03357";284;231,091257042254;65629,917
2011;"03358";139;466,300575539568;64815,78
2011;"03359";167;99,6737425149701;16645,515
2011;"03360";71;73,7041549295775;5232,995
2011;"03361";169;51,602550295858;8720,831
2011;"03401";20;26,3704;527,408
2011;"03402";18;73,1525;1316,745
2011;"03403";46;286,379347826087;13173,45
2011;"03404";71;35,4367605633803;2516,01
2011;"03405";14;39,91;558,74
2011;"03451";79;74,1960506329114;5861,488
2011;"03452";136;68,0495955882353;9254,745
2011;"03453";260;63,6357384615385;16545,292
2011;"03454";439;179,936810933941;78992,26
2011;"03455";55;35,4686363636364;1950,775
2011;"03456";165;178,608575757576;29470,415
2011;"03457";109;35,1784862385321;3834,455
2011;"03458";151;147,687509933775;22300,814
2011;"03459";384;33,5052682291667;12866,023
2011;"03460";157;94,6028662420382;14852,65
2011;"03461";77;146,377532467532;11271,07
2011;"03462";64;50,6271875;3240,14
2011;"04011";99;161,809494949495;16019,14
2011;"04012";27;12,5237037037037;338,14
2011;"05111";24;118,749875;2849,997
2011;"05112";20;74,35225;1487,045
2011;"05113";126;12,3290714285714;1553,463
2011;"05114";26;95,2201923076923;2475,725
2011;"05116";40;29,57735;1183,094
2011;"05117";40;57,57125;2302,85
2011;"05119";63;7,82063492063492;492,7
2011;"05120";22;159,328181818182;3505,22
2011;"05122";50;52,2033;2610,165
2011;"05124";57;25,2534210526316;1439,445
2011;"05154";544;52,5885643382353;28608,179
2011;"05158";178;17,9181123595506;3189,424
2011;"05162";175;61,6734;10792,845
2011;"05166";251;28,082812749004;7048,786
2011;"05170";473;33,9066490486258;16037,845
2011;"05314";65;10,9105692307692;709,187
2011;"05315";62;34,0132258064516;2108,82
2011;"05316";18;930,708888888889;16752,76
2011;"05334";240;37,0778875;8898,693
2011;"05358";181;71,9162817679558;13016,847
2011;"05362";114;17,5472368421053;2000,385
2011;"05366";145;94,3343931034483;13678,487
2011;"05370";191;121,276256544503;23163,765
2011;"05374";141;16,3066595744681;2299,239
2011;"05378";74;13,6957702702703;1013,487
2011;"05382";188;53,2027872340426;10002,124
2011;"05512";175;17,7527142857143;3106,725
2011;"05513";57;10,7151754385965;610,765
2011;"05515";64;89,00640625;5696,41
2011;"05554";797;30,3681505646173;24203,416
2011;"05558";355;25,7517802816901;9141,882
2011;"05562";566;17,9070212014134;10135,374
2011;"05566";672;82,9149136904762;55718,822
2011;"05570";396;43,6425454545455;17282,448
2011;"05711";68;36,9779264705882;2514,499
2011;"05754";505;263,667326732673;133152
2011;"05758";79;38,9097848101266;3073,873
2011;"05762";319;36,8890626959248;11767,611
2011;"05766";239;60,6107949790795;14485,98
2011;"05770";370;58,6474864864865;21699,57
2011;"05774";436;56,8860825688073;24802,332
2011;"05911";97;10,6963917525773;1037,55
2011;"05913";203;20,6449655172414;4190,928
2011;"05914";53;56,4330188679245;2990,95
2011;"05915";202;17,5590841584158;3546,935
2011;"05916";9;26,1444444444444;235,3
2011;"05954";136;98,6905147058824;13421,91
2011;"05958";214;45,4587476635514;9728,172
2011;"05962";180;25,8429444444444;4651,73
2011;"05966";118;15,564;1836,552
2011;"05970";78;16,4039871794872;1279,511
2011;"05974";349;31,2821461318052;10917,469
2011;"05978";276;35,0516847826087;9674,265
2011;"06411";9;45,74;411,66
2011;"06412";49;2164,71728571429;106071,147
2011;"06413";4;7,5525;30,21
2011;"06414";46;28,3525217391304;1304,216
2011;"06431";116;22,2567672413793;2581,785
2011;"06432";61;101,060131147541;6164,668
2011;"06433";68;65,1990441176471;4433,535
2011;"06434";44;13,8213636363636;608,14
2011;"06435";380;28,4352842105263;10805,408
2011;"06436";42;127,086452380952;5337,631
2011;"06437";20;169,89075;3397,815
2011;"06438";140;16,3555357142857;2289,775
2011;"06439";49;23,851612244898;1168,729
2011;"06440";255;16,0572823529412;4094,607
2011;"06531";303;26,1605115511551;7926,635
2011;"06532";249;33,0223132530121;8222,556
2011;"06533";74;15,9812162162162;1182,61
2011;"06534";253;26,2997114624506;6653,827
2011;"06535";171;51,0066725146199;8722,141
2011;"06611";82;22,6543048780488;1857,653
2011;"06631";637;18,2415635792779;11619,876
2011;"06632";250;20,852424;5213,106
2011;"06633";333;32,5229099099099;10830,129
2011;"06634";347;27,3068933717579;9475,492
2011;"06635";277;62,0018231046931;17174,505
2011;"06636";222;21,5260630630631;4778,786
2011;"07111";41;19,6355609756098;805,058
2011;"07131";57;81,0985789473684;4622,619
2011;"07132";115;10,8508956521739;1247,853
2011;"07133";88;43,7546818181818;3850,412
2011;"07134";74;32,7182972972973;2421,154
2011;"07135";101;30,9071485148515;3121,622
2011;"07137";200;40,30287;8060,574
2011;"07138";94;21,0448404255319;1978,215
2011;"07140";172;622,982459302326;107152,983
2011;"07141";71;18,5912676056338;1319,98
2011;"07143";222;97,9786666666667;21751,264
2011;"07211";35;25,2974857142857;885,412
2011;"07231";112;67,9617857142857;7611,72
2011;"07232";187;78,4008128342246;14660,952
2011;"07233";99;23,775595959596;2353,784
2011;"07235";110;55,3992727272727;6093,92
2011;"07311";10;20,4846;204,846
2011;"07312";24;32,6495416666667;783,589
2011;"07313";80;26,9999375;2159,995
2011;"07314";21;37,4261904761905;785,95
2011;"07315";19;27,5639473684211;523,715
2011;"07316";23;36,0526086956522;829,21
2011;"07317";16;29,5446875;472,715
2011;"07318";24;15,1164583333333;362,795
2011;"07319";64;67,12534375;4296,022
2011;"07320";82;11,4864756097561;941,891
2011;"07331";247;13,7096923076923;3386,294
2011;"07332";140;20,4825642857143;2867,559
2011;"07333";81;15,1548765432099;1227,545
2011;"07334";88;135,162079545455;11894,263
2011;"07335";81;25,9864567901235;2104,903
2011;"07336";62;13,4648387096774;834,82
2011;"07337";143;45,2722027972028;6473,925
2011;"07338";110;57,3971818181818;6313,69
2011;"07339";202;52,3538415841584;10575,476
2011;"07340";75;370,374066666667;27778,055
2011;"08111";93;45,4717204301075;4228,87
2011;"08115";152;65,3804671052632;9937,831
2011;"08116";204;12,2980539215686;2508,803
2011;"08117";231;29,440961038961;6800,862
2011;"08118";246;25,3575284552846;6237,952
2011;"08119";201;23,6220895522388;4748,04
2011;"08121";47;63,3792553191489;2978,825
2011;"08125";235;39,689;9326,915
2011;"08126";107;32,2079345794393;3446,249
2011;"08127";394;31,8277918781726;12540,15
2011;"08128";361;53,9576177285319;19478,7
2011;"08135";151;28,1982119205298;4257,93
2011;"08136";870;25,5323103448276;22213,11
2011;"08211";42;21,2954761904762;894,41
2011;"08212";47;19,6093404255319;921,639
2011;"08215";246;24,4176788617886;6006,749
2011;"08216";158;57,2204303797468;9040,828
2011;"08221";27;15,1040740740741;407,81
2011;"08222";23;24,7082608695652;568,29
2011;"08225";243;33,4497325102881;8128,285
2011;"08226";215;18,2372511627907;3921,009
2011;"08231";16;6,9571875;111,315
2011;"08235";70;15,6105714285714;1092,74
2011;"08236";96;60,7197916666667;5829,1
2011;"08237";147;13,976231292517;2054,506
2011;"08311";30;143,063433333333;4291,903
2011;"08315";131;45,8778015267176;6009,992
2011;"08316";287;38,3195818815331;10997,72
2011;"08317";444;44,3827027027027;19705,92
2011;"08325";264;53,8126818181818;14206,548
2011;"08326";207;28,2087487922705;5839,211
2011;"08327";153;28,1098692810458;4300,81
2011;"08335";209;54,4881148325359;11388,016
2011;"08336";64;13,7104375;877,468
2011;"08337";131;55,3518778625954;7251,096
2011;"08415";307;51,4261400651466;15787,825
2011;"08416";243;47,7289094650206;11598,125
2011;"08417";236;32,1482330508475;7586,983
2011;"08421";141;29,437085106383;4150,629
2011;"08425";662;82,6197583081571;54694,28
2011;"08426";601;266,654870216306;160259,577
2011;"08435";230;346,875760869565;79781,425
2011;"08436";628;53,1681130573248;33389,575
2011;"08437";321;76,6418629283489;24602,038
2011;"09161";113;12,8724159292035;1454,583
2011;"09162";78;20,3370128205128;1586,287
2011;"09163";47;16,7214893617021;785,91
2011;"09171";265;22,2942830188679;5907,985
2011;"09172";110;58,3986818181818;6423,855
2011;"09173";62;20,2412096774194;1254,955
2011;"09174";140;43,60025;6104,035
2011;"09175";90;28,8339777777778;2595,058
2011;"09176";134;38,912671641791;5214,298
2011;"09177";319;53,3908526645768;17031,682
2011;"09178";203;20,8531379310345;4233,187
2011;"09179";146;46,7766164383562;6829,386
2011;"09180";104;13,8795673076923;1443,475
2011;"09181";92;40,0415652173913;3683,824
2011;"09182";110;11,7513181818182;1292,645
2011;"09183";341;33,0947741935484;11285,318
2011;"09184";140;24,1868857142857;3386,164
2011;"09185";126;27,7609761904762;3497,883
2011;"09186";148;25,27375;3740,515
2011;"09187";320;73,159221875;23410,951
2011;"09188";62;20,7747580645161;1288,035
2011;"09189";335;25,2003701492537;8442,124
2011;"09190";134;17,4033656716418;2332,051
2011;"09261";121;70,7711487603306;8563,309
2011;"09262";54;21,0541851851852;1136,926
2011;"09263";140;23,6345071428571;3308,831
2011;"09271";318;33,1394811320755;10538,355
2011;"09272";171;214,784812865497;36728,203
2011;"09273";293;33,5994982935154;9844,653
2011;"09274";455;41,9390571428571;19082,271
2011;"09275";470;22,9624319148936;10792,343
2011;"09276";118;28,6158559322034;3376,671
2011;"09277";295;23,6133593220339;6965,941
2011;"09278";437;27,6548878718535;12085,186
2011;"09279";389;25,9886889460154;10109,6
2011;"09361";48;14,7432291666667;707,675
2011;"09362";44;124,355954545455;5471,662
2011;"09363";66;12,6838636363636;837,135
2011;"09371";103;69,0634951456311;7113,54
2011;"09372";438;26,3105684931507;11524,029
2011;"09373";183;44,8103606557377;8200,296
2011;"09374";183;32,0029781420765;5856,545
2011;"09375";316;36,7495917721519;11612,871
2011;"09376";203;33,7806206896552;6857,466
2011;"09377";127;34,5754330708661;4391,08
2011;"09461";24;31,9764583333333;767,435
2011;"09462";14;39,4478571428571;552,27
2011;"09463";30;15,0213333333333;450,64
2011;"09464";16;91,5390625;1464,625
2011;"09471";106;186,213688679245;19738,651
2011;"09472";116;23,8640517241379;2768,23
2011;"09473";225;40,4064888888889;9091,46
2011;"09474";117;23,2709230769231;2722,698
2011;"09475";102;209,337696078431;21352,445
2011;"09476";40;41,548025;1661,921
2011;"09477";77;250,62474025974;19298,105
2011;"09478";68;542,554220588235;36893,687
2011;"09479";105;22,0883333333333;2319,275
2011;"09561";65;118,091615384615;7675,955
2011;"09562";98;11,5379285714286;1130,717
2011;"09563";69;28,6735507246377;1978,475
2011;"09564";27;62,8199259259259;1696,138
2011;"09565";15;24,6870666666667;370,306
2011;"09571";204;52,8995539215686;10791,509
2011;"09572";128;22,091875;2827,76
2011;"09573";85;30,9494823529412;2630,706
2011;"09574";57;35,2843859649123;2011,21
2011;"09575";160;72,09553125;11535,285
2011;"09576";86;22,5766627906977;1941,593
2011;"09577";142;44,5523591549296;6326,435
2011;"09661";24;55,6107083333333;1334,657
2011;"09662";29;56,4122413793103;1635,955
2011;"09663";16;133,6334375;2138,135
2011;"09671";88;25,5848977272727;2251,471
2011;"09672";112;84,8446428571429;9502,6
2011;"09673";170;166,840382352941;28362,865
2011;"09674";120;212,0833;25449,996
2011;"09675";111;24,9633063063063;2770,927
2011;"09676";91;22,9534175824176;2088,761
2011;"09677";116;33,6499913793103;3903,399
2011;"09678";121;18,0472727272727;2183,72
2011;"09679";152;152,225131578947;23138,22
2011;"09761";49;114,535102040816;5612,22
2011;"09762";87;1863,67166666667;162139,435
2011;"09763";39;58,3034102564103;2273,833
2011;"09764";11;34,8481818181818;383,33
2011;"09771";101;43,045198019802;4347,565
2011;"09772";63;63,1515079365079;3978,545
2011;"09773";482;27,0983360995851;13061,398
2011;"09774";98;35,906887755102;3518,875
2011;"09775";235;83,7763361702128;19687,439
2011;"09776";116;14,5203448275862;1684,36
2011;"09777";212;26,9350471698113;5710,23
2011;"09778";132;37,3191666666667;4926,13
2011;"09779";187;75,3693957219251;14094,077
2011;"09780";294;30,2139829931973;8882,911
2011;"10041";81;174,539012345679;14137,66
2011;"10042";143;21,5559090909091;3082,495
2011;"10043";211;29,9278056872038;6314,767
2011;"10044";293;18,2810580204778;5356,35
2011;"10045";176;20,0264488636364;3524,655
2011;"10046";169;105,28298816568;17792,825
2011;"11000";114;52,4008859649123;5973,701
2011;"12051";26;15,7461538461538;409,4
2011;"12052";51;201,051764705882;10253,64
2011;"12053";3;4,86666666666667;14,6
2011;"12054";7;1189,60857142857;8327,26
2011;"12060";32;602,5268125;19280,858
2011;"12061";75;525,2366;39392,745
2011;"12062";78;159,618743589744;12450,262
2011;"12063";37;80,1191891891892;2964,41
2011;"12064";61;198,909901639344;12133,504
2011;"12065";48;186,207604166667;8937,965
2011;"12066";48;409,927708333333;19676,53
2011;"12067";62;615,658661290323;38170,837
2011;"12068";56;1243,96192857143;69661,868
2011;"12069";63;310,398079365079;19555,079
2011;"12070";99;179,866414141414;17806,775
2011;"12071";67;437,379955223881;29304,457
2011;"12072";65;319,139430769231;20744,063
2011;"12073";58;396,178362068965;22978,345
2011;"13003";52;12,6135769230769;655,906
2011;"13004";9;223,54;2011,86
2011;"13071";156;337,888076923077;52710,54
2011;"13072";56;156,407892857143;8758,842
2011;"13073";77;218,920103896104;16856,848
2011;"13074";59;357,916237288136;21117,058
2011;"13075";113;283,494628318584;32034,893
2011;"13076";109;236,135844036697;25738,807
2011;"14511";30;11,0241666666667;330,725
2011;"14521";97;84,0700515463918;8154,795
2011;"14522";132;67,1270833333333;8860,775
2011;"14523";111;94,5149009009009;10491,154
2011;"14524";68;56,6002941176471;3848,82
2011;"14612";44;50,87675;2238,577
2011;"14625";78;454,437307692308;35446,11
2011;"14626";65;246,908;16049,02
2011;"14627";81;59,6967283950617;4835,435
2011;"14628";82;42,5388414634146;3488,185
2011;"14713";41;402,256463414634;16492,515
2011;"14729";106;176,052264150943;18661,54
2011;"14730";108;145,531888888889;15717,444
2011;"15001";10;539,803;5398,03
2011;"15002";22;277,066363636364;6095,46
2011;"15003";61;21,214262295082;1294,07
2011;"15081";57;547,527157894737;31209,048
2011;"15082";57;272,325929824561;15522,578
2011;"15083";60;277,071333333333;16624,28
2011;"15084";81;279,076962962963;22605,234
2011;"15085";67;47,370671641791;3173,835
2011;"15086";43;250,928488372093;10789,925
2011;"15087";95;331,611073684211;31503,052
2011;"15088";88;435,926556818182;38361,537
2011;"15089";101;203,011633663366;20504,175
2011;"15090";45;236,320755555556;10634,434
2011;"15091";50;78,04738;3902,369
2011;"16051";71;113,593943661972;8065,17
2011;"16052";46;166,863717391304;7675,731
2011;"16053";35;30,7901428571429;1077,655
2011;"16054";16;31,91625;510,66
2011;"16055";15;59,9986666666667;899,98
2011;"16056";13;54,1349230769231;703,754
2011;"16061";43;156,598255813954;6733,725
2011;"16062";38;123,430526315789;4690,36
2011;"16063";63;45,0946825396825;2840,965
2011;"16064";35;53,9015714285714;1886,555
2011;"16065";37;251,396216216216;9301,66
2011;"16066";94;170,693404255319;16045,18
2011;"16067";68;262,747794117647;17866,85
2011;"16068";20;83,4025;1668,05
2011;"16069";17;42,27;718,59
2011;"16070";29;23,3579310344828;677,38
2011;"16071";51;66,1211764705882;3372,18
2011;"16072";13;73,1577692307692;951,051
2011;"16073";18;30,4583333333333;548,25
2011;"16074";36;221,9775;7991,19
2011;"16075";33;89,3062121212121;2947,105
2011;"16076";49;18,2551020408163;894,5
2011;"16077";64;364,64415625;23337,226
2012;"01001";26;889,838269230769;23135,795
2012;"01002";38;38,2005263157895;1451,62
2012;"01003";20;264,893;5297,86
2012;"01004";13;7,78769230769231;101,24
2012;"01051";333;498,730528528529;166077,266
2012;"01053";87;22,9307931034483;1994,979
2012;"01054";262;111,419438931298;29191,893
2012;"01055";147;236,35262585034;34743,836
2012;"01056";99;16,5201212121212;1635,492
2012;"01057";74;103,265743243243;7641,665
2012;"01058";141;725,99390070922;102365,14
2012;"01059";226;31,0652743362832;7020,752
2012;"01060";86;23,6792441860465;2036,415
2012;"01061";85;237,685235294118;20203,245
2012;"01062";50;57,343;2867,15
2012;"02000";61;52,8166885245902;3221,818
2012;"03101";9;32,2855555555556;290,57
2012;"03102";9;12,79;115,11
2012;"03103";42;41,8153095238095;1756,243
2012;"03151";120;17,457625;2094,915
2012;"03153";65;60,2826153846154;3918,37
2012;"03154";37;18,4212972972973;681,588
2012;"03155";109;74,1526605504587;8082,64
2012;"03157";79;46,010164556962;3634,803
2012;"03158";51;198,329411764706;10114,8
2012;"03159";202;82,8902128712871;16743,823
2012;"03241";225;80,7440711111111;18167,416
2012;"03251";250;94,11494;23528,735
2012;"03252";53;316,095471698113;16753,06
2012;"03254";88;37,2950568181818;3281,965
2012;"03255";34;81,7307352941177;2778,845
2012;"03256";74;173,674527027027;12851,915
2012;"03257";79;45,439746835443;3589,74
2012;"03351";113;46,9422566371681;5304,475
2012;"03352";99;41,9920707070707;4157,215
2012;"03353";82;21,7118292682927;1780,37
2012;"03354";38;20,2089473684211;767,94
2012;"03355";50;59,02762;2951,381
2012;"03356";49;34,2225510204082;1676,905
2012;"03357";159;249,22;39625,98
2012;"03358";69;169,945579710145;11726,245
2012;"03359";98;259,519642857143;25432,925
2012;"03360";52;30,3230192307692;1576,797
